taxonomy	UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Ralstonia mannitolilytica	2	2	1	7	7	0	129	156	4	2	5	0	11	1	778	817	0	1	2	2	869	838	956	899	4	0	420	361	282	256	2	6	1	4	1	0	0	1	0	0
Paraburkholderia caffeinilytica	34	33	0	1	1	2	33	35	2	1	0	0	7	15	33	29	0	0	0	3	30	54	27	50	0	0	16	9	9	12	0	1	1	0	1	0	1	1	0	0
Paraburkholderia caribensis	5	1	3	1	16	18	119	111	3	5	0	1	24	20	50	67	0	0	1	0	101	77	91	61	0	1	42	41	28	28	0	0	2	1	1	1	3	0	0	1
Paraburkholderia sp. 7MH5	4	0	3	7	0	0	165	172	0	7	0	0	4	2	71	59	0	0	0	0	83	87	120	72	0	0	50	41	17	18	0	0	0	0	2	0	0	0	2	1
Paraburkholderia aromaticivorans	4	1	10	2	40	36	354	333	7	0	1	0	10	14	57	74	1	0	0	0	79	84	65	59	0	4	34	48	24	21	0	0	3	1	0	0	0	0	0	2
Paraburkholderia hospita	4	3	3	1	5	3	7	9	8	3	0	0	14	9	43	40	0	0	0	1	43	53	44	35	0	0	13	27	14	8	0	0	3	1	1	0	1	0	1	0
Paraburkholderia phenoliruptrix	2	0	0	2	0	1	109	117	0	0	0	0	12	13	11	13	0	0	0	0	16	24	18	12	0	0	12	4	3	6	0	0	0	0	0	0	0	0	0	0
Paraburkholderia sprentiae	2	0	1	1	0	1	227	221	6	2	2	0	2	1	26	22	0	0	0	0	44	38	51	36	2	0	23	18	22	16	1	0	0	0	1	0	0	0	0	0
Paraburkholderia phytofirmans	2	2	2	2	1	0	24	13	1	0	0	0	0	0	24	13	0	0	0	4	39	40	51	52	0	0	18	16	18	8	0	1	0	1	0	0	0	0	1	0
Paraburkholderia xenovorans	2	0	0	2	15	14	92	70	0	2	0	2	5	10	47	57	0	0	0	0	81	89	84	68	0	0	37	42	28	19	1	0	2	1	2	1	3	0	1	0
Paraburkholderia phymatum	1	0	0	2	0	0	8	9	1	2	1	0	5	3	29	19	0	0	1	1	37	44	39	29	0	0	12	19	23	7	0	0	1	0	1	0	2	0	0	0
Paraburkholderia fungorum	1	2	3	1	26	14	49	37	0	1	0	0	2	2	27	24	0	0	0	0	59	72	40	58	0	0	21	23	20	21	0	0	2	0	1	0	0	1	0	1
Paraburkholderia caledonica	1	1	1	0	6	1	276	248	4	2	0	0	3	4	26	17	0	1	0	0	44	44	40	16	0	1	12	21	7	2	0	3	1	1	0	1	0	1	1	1
Lautropia mirabilis	45	31	30	24	1	4	1230	1074	23	20	3	0	7	6	176	178	2	0	0	1	163	122	689	666	0	0	65	91	34	44	3	0	1	1	0	0	0	0	0	0
Pandoraea pulmonicola	2	0	5	4	1	6	15	9	2	0	1	0	6	1	50	40	0	0	0	0	55	77	71	42	0	0	39	25	20	10	0	0	0	4	0	1	0	1	0	0
Pandoraea sputorum	2	0	3	0	1	6	111	98	3	2	0	0	10	1	28	24	0	0	0	2	54	27	38	16	0	0	12	10	9	4	0	0	2	3	0	0	0	0	0	0
Pandoraea oxalativorans	1	0	0	2	1	6	9	21	10	15	1	0	0	1	19	25	0	1	0	0	34	15	36	37	0	0	16	14	0	3	0	0	0	0	0	1	1	0	0	3
Paraburkholderia rhizoxinica	3	2	1	0	4	15	60	65	0	1	0	0	8	4	95	81	0	0	2	1	113	125	133	101	2	0	74	47	19	24	0	2	0	1	4	1	0	0	0	0
Mycoavidus cysteinexigens	1	1	3	0	7	13	7	5	1	2	0	0	2	0	13	6	0	1	0	0	6	5	2	7	0	1	6	5	3	2	0	0	0	0	0	0	0	0	1	0
Hydromonas sp. F02	1	1	7	1	26	15	197	185	20	12	1	2	13	6	11	7	0	1	2	3	23	11	16	6	0	0	2	9	7	6	0	1	0	1	4	0	0	0	1	3
Acidovorax avenae	8	8	4	4	19	13	237	218	9	6	1	1	6	10	182	150	2	0	1	2	250	237	200	225	2	0	93	94	48	62	1	1	2	4	1	4	1	0	2	1
Acidovorax sp. KKS102	4	4	6	5	0	2	25	23	1	3	1	2	2	5	188	225	0	0	1	2	323	296	305	275	2	1	106	117	73	85	4	5	1	3	1	1	0	0	0	1
Acidovorax sp. RAC01	4	0	1	2	0	2	152	153	0	3	0	1	6	1	130	113	0	0	1	0	157	163	133	109	0	2	68	74	51	34	5	2	1	0	1	1	1	0	0	0
Acidovorax citrulli	1	0	6	4	5	3	339	293	2	3	0	0	0	1	49	36	0	0	1	0	76	85	58	77	0	0	23	24	20	12	1	2	0	1	0	0	1	0	0	0
Ottowia sp. oral taxon 894	18	21	86	98	17	23	17	11	36	21	0	1	9	5	74	68	0	0	4	3	109	103	101	117	0	0	52	47	33	25	1	3	3	0	1	2	0	0	1	0
Comamonas testosteroni	4	6	7	14	12	12	174	195	2	4	1	1	7	15	102	85	2	6	1	2	169	145	147	142	2	1	63	45	38	17	3	3	3	4	5	3	2	5	1	1
Comamonas serinivorans	4	0	1	2	8	5	115	119	4	3	0	0	3	9	101	110	0	0	0	1	198	201	166	125	1	0	67	71	41	35	1	1	0	0	1	0	1	0	0	0
Comamonas kerstersii	2	2	1	1	1	1	76	74	6	6	0	3	7	4	95	93	0	0	1	0	130	169	133	95	0	0	74	60	23	28	0	0	0	0	0	1	0	0	0	0
Polaromonas naphthalenivorans	3	3	1	7	1	2	392	370	3	4	0	1	5	2	86	111	0	0	0	1	153	134	146	134	1	1	52	51	25	33	0	1	0	0	0	1	0	0	0	0
Polaromonas sp. JS666	3	4	0	2	1	0	74	60	0	1	0	1	2	6	76	101	0	0	0	0	121	82	137	113	0	0	27	25	34	36	0	0	0	0	0	0	0	0	0	0
Polaromonas sp. SP1	3	0	0	1	0	3	97	97	0	0	0	0	2	10	107	97	0	1	1	0	173	148	116	141	0	0	70	50	38	27	0	1	0	0	0	0	2	0	2	0
Variovorax sp. HW608	4	3	6	6	38	29	112	65	4	19	0	2	2	1	183	186	0	2	2	0	312	253	281	296	1	1	94	132	74	63	1	1	4	2	2	0	0	2	2	2
Variovorax sp. PAMC 28711	1	2	2	2	2	1	15	10	1	4	0	0	2	2	101	106	0	1	0	0	213	167	213	172	0	1	59	73	36	45	0	0	0	0	2	0	0	0	0	0
Variovorax sp. PMC12	1	1	7	4	2	4	25	12	8	15	1	1	3	2	185	187	0	1	0	0	284	248	205	223	0	0	122	81	61	70	2	2	1	1	0	1	0	1	1	1
Hydrogenophaga sp. NH-16	3	11	3	1	3	1	52	44	1	2	0	0	0	2	132	137	2	0	8	5	294	281	175	153	1	2	69	70	57	60	0	0	5	2	1	1	1	2	0	2
Hydrogenophaga pseudoflava	1	0	0	0	0	6	4	4	3	4	0	0	5	0	81	65	0	0	1	0	104	118	108	65	0	0	60	46	34	26	0	2	1	1	0	0	0	0	0	0
Hydrogenophaga crassostreae	1	1	5	3	14	32	391	357	6	3	1	0	2	4	170	141	1	2	1	0	207	225	158	180	0	2	78	72	47	36	0	0	1	2	3	1	0	2	2	0
Hydrogenophaga sp. RAC07	1	0	3	1	7	6	10	12	2	2	0	1	1	2	160	153	0	1	0	1	202	182	190	183	0	0	67	74	31	47	0	0	1	3	2	1	0	1	0	0
Delftia tsuruhatensis	3	2	3	1	1	1	3	1	0	1	2	4	0	5	80	131	5	2	5	3	195	206	152	155	0	4	66	58	41	15	4	1	3	0	3	2	3	1	0	0
Delftia sp. Cs1-4	1	1	0	2	0	0	35	53	0	0	1	0	0	0	21	22	0	0	0	2	51	37	27	42	0	0	21	10	7	3	0	1	0	1	0	0	0	0	0	0
Ramlibacter tataouinensis	3	0	7	8	31	23	205	160	14	11	0	0	9	7	376	330	0	0	1	3	581	526	439	473	2	2	211	192	101	104	2	0	2	2	2	2	2	2	2	0
Rhodoferax ferrireducens	2	0	1	2	12	5	111	105	5	3	1	0	7	3	73	83	0	1	0	1	123	88	83	79	1	0	40	51	28	28	0	0	0	0	0	1	0	0	0	2
Rhodoferax saidenbachensis	1	1	3	1	1	0	80	97	1	3	0	1	16	8	47	65	1	0	0	0	93	86	92	88	1	0	31	49	25	18	0	0	1	0	0	0	0	0	0	0
Melaminivora sp. SC2-7	2	1	1	2	1	0	200	169	1	0	0	0	3	2	178	160	0	0	0	0	426	472	185	152	0	0	113	128	84	70	0	0	0	2	1	0	0	2	0	1
Melaminivora sp. SC2-9	1	3	2	2	0	6	9	11	6	3	0	0	2	3	164	170	1	0	1	0	446	401	171	156	2	3	129	100	91	70	0	0	0	0	0	1	0	1	0	1
Limnohabitans sp. 63ED37-2	3	2	3	8	21	16	37	30	0	2	0	0	8	14	74	80	0	1	0	1	116	117	89	75	0	0	50	57	24	34	0	1	0	0	0	2	0	0	0	1
Curvibacter sp. AEP1-3	3	2	2	0	16	9	170	147	1	0	0	0	9	15	88	66	1	1	0	1	91	74	86	77	0	0	42	36	13	18	0	1	0	2	2	0	0	0	2	0
Serpentinomonas mccroryi	2	0	2	4	0	1	1	1	5	1	1	0	0	1	222	214	0	0	1	0	278	266	317	291	0	0	152	142	61	90	0	0	0	0	1	1	0	0	1	0
Simplicispira suum	1	0	3	5	14	8	22	29	2	2	0	0	1	1	133	87	0	1	0	0	174	198	171	158	0	0	90	92	58	49	1	0	0	0	2	1	0	2	0	1
Candidatus Symbiobacter mobilis	1	0	0	0	1	0	94	70	18	11	1	2	0	2	118	91	0	0	0	0	172	136	90	72	0	0	49	56	35	41	0	0	0	0	1	0	0	2	1	0
Alicycliphilus denitrificans	1	4	3	2	12	11	429	346	2	4	0	0	10	14	225	162	0	0	2	0	347	377	185	225	2	1	119	127	76	62	2	4	0	1	2	2	0	2	1	3
Massilia violaceinigra	8	6	3	5	3	4	238	244	11	11	1	1	2	3	95	117	0	0	0	1	169	169	183	199	0	0	56	46	56	44	0	0	4	0	1	0	0	0	0	0
Massilia putida	6	1	3	2	19	20	415	350	1	5	0	1	6	14	166	174	1	2	0	1	174	195	225	207	1	0	90	66	48	57	0	0	0	1	0	1	0	0	1	0
Massilia sp. WG5	5	0	0	6	4	3	481	460	11	5	0	0	6	16	168	148	1	1	0	0	189	184	220	184	0	0	66	76	65	94	0	0	5	0	0	1	0	0	0	0
Massilia lutea	3	0	3	0	8	5	405	386	10	12	0	0	1	2	54	66	0	1	0	0	108	87	116	105	0	1	36	43	22	32	0	1	0	0	0	1	0	2	0	0
Massilia plicata	2	2	3	4	2	1	152	141	2	3	0	0	4	1	70	58	0	0	0	0	96	67	84	138	0	0	35	32	28	18	1	0	0	1	2	0	0	0	1	0
Massilia oculi	2	10	2	5	67	62	23	17	7	1	0	1	11	8	237	270	2	0	10	4	1457	1458	1397	1408	4	0	851	818	270	356	0	3	2	0	0	2	0	0	0	0
Massilia sp. YMA4	2	5	8	4	6	3	109	88	1	0	0	0	1	2	73	58	0	0	0	0	94	86	119	91	0	0	41	46	40	25	1	1	0	1	1	0	0	0	0	0
Massilia sp. NR 4-1	2	1	4	8	8	3	115	151	6	2	0	2	13	12	75	68	1	1	0	0	110	97	115	88	0	1	54	52	21	39	0	2	1	2	2	3	0	0	0	0
Massilia umbonata	1	1	3	10	1	1	88	101	2	4	1	1	19	11	50	37	0	1	0	1	94	75	88	103	0	0	27	29	15	11	2	1	0	0	3	0	0	0	0	3
Massilia armeniaca	1	1	3	1	0	0	200	153	0	6	1	0	1	4	78	51	2	1	0	0	107	99	86	143	1	0	36	36	35	23	0	0	0	1	1	2	0	0	1	1
Janthinobacterium agaricidamnosum	23	22	6827	5709	10	20	95	110	21	26	2	2	7	4	139	124	0	2	5	4	289	237	205	180	1	3	108	100	100	76	3	0	1	1	1	0	2	0	0	0
Janthinobacterium sp. 17J80-10	3	1	1	1	0	4	37	28	8	8	1	0	14	5	35	36	0	1	0	0	63	50	52	59	1	0	29	21	25	14	0	0	0	0	2	1	0	0	0	0
Janthinobacterium svalbardensis	2	0	1	2	3	1	103	79	2	6	0	0	6	0	46	60	0	0	1	0	211	166	88	87	0	0	76	66	66	46	0	1	0	0	0	0	1	0	0	0
Janthinobacterium sp. B9-8	1	5	1	2	3	0	10	8	4	4	0	2	1	2	13	4	1	1	1	0	8	11	13	7	0	1	7	0	2	0	0	1	1	0	0	1	0	0	0	0
Herbaspirillum seropedicae	2	5	8	6	1	4	264	210	2	6	0	0	1	2	50	63	0	0	0	0	110	66	83	84	0	0	28	41	24	26	0	0	0	0	0	2	0	0	0	0
Herbaspirillum huttiense	2	0	5	3	32	25	115	93	2	5	1	0	12	17	66	34	0	0	0	0	71	64	92	47	0	2	34	32	32	27	0	2	0	1	0	2	0	1	1	0
Herbaspirillum rubrisubalbicans	1	0	2	9	11	17	21	31	0	0	0	1	0	4	63	69	0	0	0	0	95	129	86	111	0	0	45	33	15	20	1	0	1	0	0	1	0	0	1	0
Herbaspirillum hiltneri	1	0	3	0	10	5	23	32	2	2	1	0	2	1	42	38	1	0	0	0	64	67	73	70	0	1	32	29	24	11	0	0	0	0	1	3	1	0	0	0
Herbaspirillum robiniae	1	0	2	4	27	29	84	71	3	4	0	0	3	2	33	46	1	0	0	0	90	61	82	77	0	0	44	30	7	8	0	0	0	1	1	2	1	1	0	4
Herbaspirillum sp. meg3	1	2	0	3	3	3	286	260	4	4	0	0	0	2	51	45	0	0	0	1	54	56	63	45	0	0	31	31	11	13	0	2	0	0	0	2	0	0	0	0
Collimonas pratensis	2	2	1	3	5	4	45	53	8	3	0	1	5	9	28	38	1	0	1	2	58	54	59	53	0	0	18	12	3	17	0	0	1	1	0	2	0	1	0	1
Collimonas fungivorans	1	2	5	4	18	21	231	207	4	6	0	0	19	20	73	55	0	0	1	2	91	101	118	92	0	1	35	47	38	34	1	0	0	1	0	1	0	1	0	1
Herminiimonas arsenicoxydans	1	1	3	1	45	19	53	22	2	0	0	0	0	1	29	40	0	0	0	0	65	48	42	41	0	0	30	18	21	14	0	0	1	1	0	1	0	1	0	0
Undibacterium parvum	1	1	4	3	71	60	112	99	0	4	0	0	2	0	12	9	1	0	0	0	24	14	30	19	0	0	10	9	11	7	0	1	1	1	2	0	2	0	0	0
Achromobacter xylosoxidans	5	12	7	7	21	35	717	704	16	10	4	3	103	62	155	167	3	5	12	25	246	223	233	241	37	9	77	64	61	65	10	15	37	42	1	12	5	3	5	7
Achromobacter spanius	5	3	7	11	17	19	267	269	5	4	3	1	9	20	133	105	7	3	4	7	159	168	162	193	5	3	75	72	38	47	3	5	4	4	8	10	0	1	8	2
Achromobacter denitrificans	4	2	5	8	7	4	311	263	5	1	2	2	15	5	89	103	5	0	5	1	117	133	102	90	0	5	44	34	34	39	1	2	6	3	3	2	0	0	3	0
Achromobacter sp. MFA1 R4	3	1	3	2	3	5	148	135	7	2	0	0	1	2	35	62	1	0	1	0	97	70	90	74	1	3	27	34	16	21	0	0	1	2	1	2	1	0	1	0
Achromobacter sp. AONIH1	1	0	1	1	1	2	13	15	8	2	1	0	6	2	41	32	1	2	5	0	60	83	84	89	2	0	34	37	26	13	0	0	2	3	0	3	0	1	0	0
Achromobacter sp. B7	1	0	4	1	2	3	39	34	3	1	0	2	1	1	25	25	1	0	2	0	37	36	53	34	0	0	14	28	11	7	0	1	1	2	0	0	0	2	1	0
Bordetella petrii	4	4	2	4	14	7	164	112	1	1	0	0	4	0	57	84	0	1	0	0	82	93	78	83	4	2	65	27	17	30	1	1	1	1	1	0	1	0	0	0
Bordetella trematum	3	3	4	10	7	9	53	36	1	1	0	0	3	1	51	86	0	0	0	1	82	85	74	79	0	2	29	15	21	29	0	0	1	0	1	1	0	0	1	1
Bordetella parapertussis	1	0	0	0	0	1	1	0	0	5	0	0	0	0	1	2	0	0	0	1	1	0	4	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0
Bordetella bronchiseptica	1	7	3	3	41	32	279	271	1	2	1	0	1	4	56	35	3	2	0	0	55	44	48	49	5	6	25	31	10	15	0	0	0	1	5	7	1	2	1	3
Bordetella avium	1	1	4	0	9	7	85	96	0	0	0	0	4	0	36	20	2	0	3	1	63	41	34	34	11	12	18	12	8	3	0	0	0	2	1	0	0	1	0	1
Bordetella sp. N	1	2	9	18	3	4	402	394	4	3	0	1	0	0	51	59	0	0	0	1	55	106	66	76	0	0	26	45	26	30	0	1	0	1	0	1	1	1	0	1
Bordetella flabilis	1	2	5	0	4	2	412	344	4	2	0	0	3	2	43	55	0	0	0	0	67	75	77	68	0	0	16	31	11	19	0	0	2	1	1	2	0	0	0	0
Bordetella sp. H567	1	3	6	0	4	6	307	314	8	3	1	0	4	3	55	37	1	1	0	3	84	72	78	70	0	0	43	39	27	21	1	0	0	0	2	1	0	0	0	1
Bordetella bronchialis	1	2	2	0	11	29	128	151	6	4	1	0	16	11	45	69	1	1	0	0	87	120	105	97	0	0	45	35	25	24	0	1	2	0	0	1	1	0	1	1
Advenella kashmirensis	4	2	0	1	4	3	99	64	0	0	0	0	1	2	22	25	1	0	0	0	32	44	34	47	0	0	11	13	11	14	0	0	0	0	0	2	0	1	0	0
Advenella mimigardefordensis	1	1	2	3	6	6	63	49	0	1	3	2	2	2	17	21	0	0	1	2	20	25	28	12	0	0	13	7	6	7	1	0	4	4	1	2	0	0	5	0
Castellaniella defragrans	4	2	0	2	3	5	196	165	2	3	1	0	0	3	95	77	0	1	0	1	137	152	106	94	2	4	52	69	38	50	0	0	3	2	0	0	1	0	0	0
Alcaligenes faecalis	2	1	4	5	22	14	230	221	4	3	1	0	21	35	81	51	1	0	1	0	119	93	61	58	5	1	33	53	22	37	1	1	0	1	5	1	3	1	0	1
Taylorella equigenitalis	3	0	0	0	36	45	145	138	3	11	0	1	2	6	3	2	0	1	1	2	2	1	0	3	2	3	4	1	0	0	0	1	1	1	2	2	1	0	2	1
Pigmentiphaga sp. H8	3	4	1	2	0	1	42	39	0	0	0	0	3	3	133	90	0	0	0	1	112	135	156	132	0	0	67	48	47	43	0	2	0	0	2	2	0	0	0	1
Pusillimonas sp. T7-7	1	4	3	2	31	33	40	21	4	1	1	0	8	2	50	45	1	0	0	0	71	46	56	29	0	0	38	12	12	15	0	0	0	1	0	0	0	0	0	0
Pusillimonas sp. ye3	1	0	1	3	7	14	105	113	0	2	0	0	2	3	17	36	2	0	0	0	43	30	22	32	0	0	23	19	8	9	0	0	0	1	0	0	0	0	1	0
Oligella urethralis	1	0	1	1	6	5	16	12	0	1	0	0	0	3	0	4	1	0	0	0	3	0	2	4	0	0	6	2	0	0	2	0	0	1	1	0	1	0	1	2
Orrella dioscoreae	1	3	13	11	18	11	70	87	1	3	1	0	8	4	70	47	0	2	0	2	96	91	93	67	0	2	36	39	18	18	0	4	0	0	0	0	1	0	0	1
Aquabacterium olei	6	8	2	3	1	3	24	17	1	2	3	3	15	16	697	661	3	0	2	4	945	907	713	786	3	2	302	271	199	213	0	3	6	23	33	38	0	0	0	1
Methylibium petroleiphilum	3	0	4	3	5	2	48	43	3	0	1	0	0	1	108	96	0	0	0	0	122	150	145	147	0	1	58	44	35	44	0	4	1	0	1	2	1	1	0	1
Methylibium sp. Pch-M	1	1	12	13	0	0	2	4	2	4	0	0	1	1	99	91	0	0	0	0	140	99	146	132	0	1	35	43	37	30	0	1	1	1	0	0	0	1	0	0
Thiomonas intermedia	3	4	5	7	5	11	271	237	5	2	0	0	5	3	92	98	1	0	2	0	114	121	130	133	0	0	68	69	36	60	0	1	0	1	2	0	0	0	1	0
Mitsuaria sp. 7	3	1	1	4	0	0	61	63	2	1	0	1	3	0	436	403	0	0	0	2	455	523	474	442	2	0	164	158	85	93	0	2	0	0	0	2	0	0	1	1
Rhizobacter gummiphilus	3	8	5	5	7	17	97	112	2	1	0	0	13	7	203	193	1	0	1	1	307	329	286	344	1	3	90	105	79	65	4	3	0	5	3	5	1	1	0	2
Roseateles depolymerans	2	1	1	5	8	15	62	72	3	4	0	1	6	5	296	241	1	3	2	3	327	364	355	319	1	2	135	143	63	88	1	1	2	0	1	1	0	1	0	0
Rubrivivax gelatinosus	1	1	5	1	4	4	208	208	6	0	0	0	2	0	278	286	0	0	0	3	456	389	455	451	1	2	136	142	86	82	0	2	4	10	0	1	0	1	1	0
Paucibacter sp. KCTC 42545	1	1	7	2	1	1	74	44	3	9	0	0	11	14	274	294	4	0	1	0	321	359	308	331	0	0	123	121	93	85	2	0	1	3	2	0	0	0	1	1
Burkholderiales bacterium YL45	3	3	12	14	25	31	75	87	1	0	0	2	3	5	1	5	0	1	1	1	10	10	6	0	0	0	2	0	4	0	1	0	0	0	2	0	0	0	0	1
Burkholderiales bacterium JOSHI_001	2	0	2	3	1	0	269	242	5	14	0	2	10	1	178	218	0	0	1	0	298	291	291	263	2	0	128	96	62	58	1	0	1	0	2	3	1	0	1	0
[Polyangium] brachysporum	2	1	1	2	10	23	100	84	3	2	0	0	3	0	205	176	1	0	1	0	307	295	249	217	1	0	116	113	61	69	1	2	3	3	1	6	1	0	0	0
Neisseria elongata	50	33	15	6	10	6	124	123	12	9	1	1	10	11	49	32	0	1	0	1	48	50	143	170	1	0	41	28	12	8	0	1	1	1	2	2	0	1	1	1
Neisseria sp. KEM232	40	41	180	267	84	79	253	258	318134	292554	9	14	68	58	43	54	37	46	76	83	408	400	159	164	91	109	299	300	95	89	55	64	86	101	82	80	54	51	56	61
Neisseria subflava	20	12	6	4	0	3	130	147	4	2	0	0	11	26	67	79	1	0	1	0	58	74	275	334	0	0	8	28	14	7	1	0	1	5	0	2	0	1	1	0
Neisseria mucosa	10	3	6	11	0	0	14	10	1	0	0	0	1	0	16	9	0	0	0	0	11	17	100	54	0	0	11	14	1	13	0	0	0	1	0	0	0	0	0	0
Neisseria meningitidis	8	6	24	17	10	14	174	162	1	1	0	0	5	5	15	15	2	1	1	0	19	13	61	40	0	2	10	8	2	3	2	0	2	2	2	5	1	0	0	0
Neisseria lactamica	6	2	11	13	4	4	3	9	16	4	0	2	0	2	7	9	1	0	0	3	11	20	21	29	0	0	4	2	0	4	0	0	1	0	0	0	0	0	1	0
Neisseria sicca	6	5	1	5	0	0	3	3	0	0	0	1	0	0	13	15	0	0	0	1	28	20	85	101	0	0	16	16	1	6	0	0	1	1	0	0	0	1	0	1
Neisseria canis	5	5	0	1	10	2	137	124	0	0	1	2	16	19	15	17	0	0	0	0	23	31	33	24	1	0	4	15	4	1	0	0	0	0	0	2	0	0	0	0
Neisseria flavescens	4	1	4	3	0	0	4	3	2	3	0	1	5	1	18	32	0	0	0	1	23	8	66	56	1	1	8	0	4	1	0	0	0	1	0	1	0	0	0	0
Neisseria sp. 10023	3	1	7	4	23	21	27	37	2	3	0	1	2	1	20	13	0	0	0	1	13	32	27	21	0	1	13	18	16	0	2	1	0	0	2	1	1	0	0	1
Neisseria sp. 10022	2	2	2	4	4	0	70	68	1	4	0	2	11	4	19	16	0	0	0	1	23	13	41	21	0	0	10	8	5	5	1	1	0	0	3	0	0	1	0	0
Neisseria animalis	1	1	0	0	6	0	92	67	2	1	1	0	3	4	32	27	0	0	0	1	36	44	39	33	0	1	24	9	8	10	0	0	0	0	0	0	0	0	0	0
Neisseria weaveri	1	2	3	1	23	41	4	7	1	0	0	0	19	13	4	12	0	0	1	1	13	22	17	11	0	0	11	4	2	2	0	0	1	1	1	1	0	2	0	0
Neisseria gonorrhoeae	1	4	7	7	1	0	13	20	2	5	0	0	0	0	16	16	0	0	2	1	10	6	27	20	0	0	8	15	4	6	1	1	4	1	2	0	0	0	0	0
Neisseria animaloris	1	2	1	1	8	17	20	27	3	1	0	0	22	9	19	17	1	2	0	1	27	22	24	22	0	1	11	8	7	4	0	1	1	0	4	2	0	1	2	0
Neisseria cinerea	1	3	46	38	0	2	19	8	1	0	2	0	0	0	24	25	0	0	0	0	14	8	14	10	0	0	5	4	2	0	0	0	0	1	0	0	1	0	0	0
Eikenella corrodens	48	63	46	24	26	16	183	178	9	21	4	2	11	6	20	30	8	2	3	4	63	46	55	32	2	1	24	20	24	10	0	2	1	0	3	9	0	0	6	1
Neisseriaceae bacterium DSM 100970	6	1	35	37	2	1	22	26	14	7	2	0	9	9	30	16	1	2	1	4	32	34	27	19	0	4	13	7	10	8	2	1	0	1	2	2	2	1	0	1
Vitreoscilla filiformis	2	2	2	1	2	4	95	105	1	0	0	1	0	3	123	115	1	0	0	3	145	142	125	137	2	1	66	72	47	59	0	0	1	2	0	1	2	0	0	0
Vitreoscilla sp. C1	1	1	4	4	1	1	66	77	29	14	1	1	8	12	4	10	0	0	1	0	19	13	8	5	0	0	12	14	3	7	1	1	0	1	3	2	1	1	0	2
Simonsiella muelleri	3	0	0	2	3	4	18	11	1	1	3	1	6	4	17	1	0	1	0	3	20	21	12	15	1	2	10	14	4	1	1	0	2	2	1	3	1	0	0	0
Kingella kingae	2	1	1	1	1	1	106	94	1	0	0	0	3	5	11	7	1	1	1	0	24	7	13	11	0	1	5	6	4	8	1	0	0	0	1	1	0	0	1	1
Snodgrassella alvi	1	2	2	1	15	18	138	136	2	3	1	5	2	4	3	4	2	0	0	0	5	4	1	0	3	2	0	1	0	0	2	1	1	1	3	3	2	2	0	2
Chromobacterium vaccinii	3	1	0	0	23	13	118	125	11	10	0	1	4	6	93	80	1	0	1	0	117	135	106	124	1	1	44	52	34	24	1	0	0	0	1	4	1	0	1	3
Chromobacterium sp. ATCC 53434	2	1	15	8	10	13	67	63	0	1	1	0	8	7	30	23	0	0	1	1	39	28	66	39	1	0	17	16	8	5	0	1	2	1	2	2	1	1	0	1
Chromobacterium rhizoryzae	1	0	3	2	2	2	73	89	1	2	0	1	10	15	58	69	1	1	1	1	74	70	99	67	3	2	33	33	29	22	0	1	2	0	0	1	1	1	2	1
Chromobacterium sp. IIBBL 112-1	1	0	1	0	16	10	0	1	0	1	0	0	10	9	2	1	1	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Aquitalea magnusonii	2	0	1	1	6	7	3	3	3	12	0	0	8	4	46	21	1	0	1	1	58	26	36	35	0	1	31	16	8	6	0	0	0	0	2	1	1	0	0	0
Pseudogulbenkiania sp. NH8B	1	2	2	0	6	2	42	44	2	6	1	1	7	8	62	43	0	0	1	0	66	73	70	76	1	0	22	15	13	14	0	0	1	1	1	1	0	0	1	0
Methylovorus sp. MP688	2	2	0	0	1	0	6	4	0	0	0	0	0	2	12	16	0	0	0	0	37	9	16	13	0	0	6	12	6	9	0	0	0	0	0	1	0	0	0	0
Methylotenera versatilis	2	2	2	1	4	4	14	7	2	0	0	1	0	1	8	5	2	0	1	1	5	9	12	6	0	0	2	17	1	9	0	1	0	0	2	0	0	0	1	2
